,Px,Py,Pz,Qx,Qy,Qz
78,-0.0010204081632653086,-0.25,1.1063520408163268,-0.0010204081632653086,0.25,1.1063520408163268
79,-0.0007086167800453517,-0.25,1.1054032029478458,-0.0007086167800453517,0.25,1.1054032029478458
80,-0.00045351473922902594,-0.25,1.1044104308390024,-0.00045351473922902594,0.25,1.1044104308390024
81,-0.0002551020408163279,-0.25,1.103373724489796,-0.0002551020408163279,0.25,1.103373724489796
82,-0.00011337868480725649,-0.25,1.1022930839002267,-0.00011337868480725649,0.25,1.1022930839002267
83,-2.8344671201814386e-05,-0.25,1.1011685090702947,-2.8344671201814386e-05,0.25,1.1011685090702947
84,0.0,-0.25,1.1,0.0,0.25,1.1
85,0.0,-0.25,1.1,0.0,0.25,1.1
86,0.0,-0.25,1.0983928571428572,0.0,0.25,1.0983928571428572
87,0.0,-0.25,1.0967857142857143,0.0,0.25,1.0967857142857143
88,0.0,-0.25,1.0951785714285713,0.0,0.25,1.0951785714285713
89,0.0,-0.25,1.0935714285714286,0.0,0.25,1.0935714285714286
90,0.0,-0.25,1.0919642857142857,0.0,0.25,1.0919642857142857
91,0.0,-0.25,1.0903571428571428,0.0,0.25,1.0903571428571428
92,0.0,-0.25,1.08875,0.0,0.25,1.08875
93,0.0,-0.25,1.0871428571428572,0.0,0.25,1.0871428571428572
94,0.0,-0.25,1.0855357142857143,0.0,0.25,1.0855357142857143
95,0.0,-0.25,1.0839285714285714,0.0,0.25,1.0839285714285714
96,0.0,-0.25,1.0823214285714284,0.0,0.25,1.0823214285714284
97,0.0,-0.25,1.0807142857142857,0.0,0.25,1.0807142857142857
98,0.0,-0.25,1.0791071428571428,0.0,0.25,1.0791071428571428
99,0.0,-0.25,1.0775,0.0,0.25,1.0775
